ConvertedCompYearly
61368.0
80141.0
37476.0
118104.0
62537.0
64860.0
97288.0
180000.0
37668.0
27788.0
100000.0
21996.0
75936.0
58000.0
103774.0
100590.0
38532.0
74500.0
36193.0
61572.0
51888.0
6600.0
142404.0
160000.0
58176.0
150000.0
31348.0
56211.0
115041.0
72000.0
8755.0
70264.0
53184.0
52000.0
25000.0
51960.0
42960.0
182968.0
23735.0
21996.0
65799.0
11328.0
27240.0
24012.0
125000.0
175000.0
130947.0
62268.0
130000.0
21696.0
34591.0
117229.0
79000.0
93402.0
85634.0
42550.0
38915.0
8568.0
30000.0
41064.0
24648.0
34186.0
61400.0
12924.0
53976.0
35672.0
20943.0
20539.0
82000.0
105000.0
28308.0
19452.0
10380.0
112068.0
175000.0
52692.0
165000.0
121980.0
18708.0
18156.0
47088.0
133000.0
43239.0
18501.0
114534.0
30875.0
215000.0
110000.0
45401.0
21192.0
75000.0
70264.0
80922.0
228000.0
20520.0
50107.0
51429.0
64301.0
48644.0
39024.0
125000.0
133080.0
195000.0
127061.0
7880.0
23735.0
10992.0
24420.0
129718.0
16164.0
168037.0
170000.0
38916.0
83057.0
77832.0
38844.0
7764.0
43428.0
60792.0
15960.0
60000.0
100000.0
22339.0
41568.0
172957.0
18156.0
31560.0
86000.0
44100.0
48479.0
12144.0
7476.0
84312.0
75669.0
130000.0
10471.0
25944.0
91000.0
59454.0
89000.0
52186.0
160000.0
75215.0
186792.0
71208.0
61398.0
74450.0
129718.0
51888.0
64740.0
22032.0
50000.0
70044.0
51888.0
44748.0
118000.0
55224.0
35508.0
68068.0
37834.0
76000.0
71345.0
75000.0
135000.0
75936.0
15564.0
64860.0
140000.0
78912.0
32376.0
140088.0
82140.0
54455.0
51552.0
24000.0
116301.0
105000.0
125000.0
30372.0
180000.0
110000.0
140000.0
190000.0
44028.0
125000.0
108000.0
12396.0
32315.0
85960.0
27396.0
42158.0
18150.0
14124.0
31348.0
21168.0
39093.0
57492.0
147096.0
36300.0
103776.0
45396.0
22704.0
53698.0
86478.0
23352.0
225000.0
55776.0
24559.0
140000.0
14400.0
72948.0
12216.0
59459.0
75936.0
75669.0
110000.0
37620.0
20436.0
20784.0
43239.0
100000.0
113447.0
54030.0
34632.0
36588.0
48644.0
41077.0
67159.0
106895.0
80000.0
41077.0
80172.0
85000.0
61616.0
77000.0
111814.0
28248.0
82155.0
38916.0
132000.0
60000.0
93067.0
24024.0
40500.0
23352.0
68146.0
46140.0
97106.0
21324.0
59772.0
100000.0
114624.0
64741.0
28500.0
150000.0
9696.0
36816.0
120000.0
12566.0
94068.0
57391.0
64950.0
55847.0
60744.0
216196.0
66000.0
28584.0
88640.0
70572.0
28538.0
24144.0
37356.0
44184.0
115000.0
48644.0
9696.0
16488.0
62268.0
93000.0
7692.0
12144.0
21048.0
71093.0
13962.0
27025.0
116333.0
120000.0
43239.0
129718.0
70264.0
48792.0
42804.0
36000.0
60744.0
138000.0
50000.0
25644.0
24000.0
18422.0
107915.0
7788.0
58167.0
27396.0
48132.0
45396.0
19200.0
46236.0
51636.0
140000.0
33732.0
15096.0
7884.0
62697.0
33816.0
38942.0
45401.0
72000.0
39600.0
80000.0
48644.0
73533.0
54049.0
59454.0
36444.0
13164.0
22701.0
13668.0
73000.0
28308.0
115000.0
60057.0
32429.0
62268.0
7692.0
73491.0
11724.0
17448.0
70000.0
70264.0
65000.0
59454.0
108098.0
97450.0
9084.0
30237.0
52776.0
46482.0
16980.0
116000.0
15718.0
79452.0
67084.0
90000.0
29580.0
50816.0
11700.0
23735.0
13488.0
21108.0
50088.0
33732.0
33159.0
51444.0
37620.0
16012.0
134000.0
18876.0
51704.0
28105.0
96000.0
14268.0
6696.0
12566.0
67215.0
70264.0
26527.0
90804.0
75631.0
14432.0
40368.0
49439.0
100000.0
23352.0
104000.0
83194.0
7008.0
103774.0
100248.0
116000.0
150000.0
9948.0
10992.0
7679.0
40731.0
91056.0
45241.0
16488.0
180000.0
57686.0
50000.0
71885.0
12566.0
135000.0
12972.0
29976.0
120000.0
29916.0
10380.0
90758.0
16752.0
75540.0
28800.0
30372.0
8184.0
26268.0
12972.0
10471.0
129000.0
125000.0
89365.0
51300.0
75631.0
9972.0
68748.0
80172.0
15000.0
115000.0
35672.0
190000.0
16464.0
64740.0
54049.0
13044.0
26844.0
75669.0
12096.0
99348.0
9960.0
98185.0
70000.0
24420.0
128000.0
172957.0
53388.0
10380.0
130000.0
120000.0
11169.0
8304.0
104208.0
48084.0
22512.0
28500.0
25944.0
14244.0
28248.0
67728.0
27923.0
54972.0
54288.0
130000.0
32424.0
8042.0
72944.0
124000.0
58167.0
51888.0
51112.0
80000.0
52968.0
77556.0
38400.0
11844.0
16212.0
96072.0
28320.0
51887.0
32250.0
180000.0
101700.0
150000.0
30000.0
100000.0
135000.0
125000.0
37834.0
14796.0
42804.0
71966.0
36000.0
53055.0
102693.0
60505.0
150000.0
67016.0
90000.0
67974.0
150000.0
60535.0
75000.0
48456.0
64859.0
43238.0
75240.0
79862.0
158000.0
13116.0
170000.0
45408.0
56496.0
73644.0
24655.0
68102.0
35672.0
58644.0
160000.0
78156.0
70044.0
100214.0
45379.0
58373.0
68544.0
21192.0
90482.0
43848.0
105000.0
72426.0
107000.0
35672.0
91883.0
70140.0
140300.0
19452.0
108098.0
25944.0
51455.0
9612.0
26424.0
59454.0
10056.0
97288.0
112000.0
77831.0
55224.0
54972.0
200000.0
77850.0
100000.0
21876.0
22644.0
57000.0
41508.0
42432.0
55000.0
23782.0
11532.0
66550.0
64800.0
98000.0
38484.0
29832.0
32376.0
37620.0
16860.0
31344.0
91883.0
34260.0
16464.0
49119.0
16212.0
11724.0
58350.0
180963.0
194724.0
77556.0
23735.0
220000.0
129000.0
49296.0
16488.0
21192.0
120000.0
175000.0
45401.0
170000.0
140000.0
137000.0
58368.0
16548.0
15816.0
9216.0
28512.0
11844.0
58167.0
50100.0
39900.0
15358.0
33960.0
205000.0
98000.0
110000.0
90000.0
25644.0
62000.0
39444.0
40500.0
30267.0
42804.0
120000.0
11630.0
180000.0
38916.0
47736.0
64287.0
32429.0
7908.0
84316.0
71000.0
210000.0
82000.0
50568.0
45401.0
25080.0
103776.0
55872.0
129259.0
108564.0
22339.0
36972.0
51384.0
85958.0
64860.0
12972.0
108500.0
113447.0
45600.0
9084.0
8412.0
28440.0
19452.0
80172.0
98000.0
42528.0
53000.0
72385.0
6696.0
25656.0
43440.0
190000.0
49725.0
47648.0
33756.0
52104.0
23664.0
59454.0
52776.0
106000.0
140500.0
9624.0
30000.0
67600.0
78552.0
19546.0
126000.0
47563.0
160000.0
155000.0
9048.0
31800.0
129259.0
56874.0
184092.0
92052.0
27096.0
59454.0
20784.0
51704.0
69800.0
63469.0
135000.0
56748.0
34200.0
125000.0
74000.0
111814.0
42780.0
72288.0
110000.0
102693.0
68892.0
125000.0
48644.0
69276.0
116333.0
34836.0
30984.0
18000.0
19452.0
179550.0
128573.0
70918.0
45564.0
75000.0
91020.0
90000.0
190000.0
46069.0
41508.0
140000.0
59676.0
12000.0
70150.0
56874.0
180000.0
14400.0
16368.0
25788.0
17616.0
70264.0
65604.0
24000.0
45401.0
45396.0
19104.0
180000.0
13020.0
84974.0
24000.0
59454.0
16860.0
42725.0
200000.0
50592.0
31356.0
93517.0
96000.0
115000.0
76750.0
8784.0
11676.0
24000.0
110000.0
124092.0
25944.0
38052.0
86000.0
20760.0
156000.0
81074.0
162150.0
27240.0
37834.0
86478.0
45564.0
31020.0
108098.0
28860.0
40000.0
162147.0
28308.0
64859.0
95000.0
20760.0
11328.0
12500.0
101649.0
34428.0
13224.0
85000.0
60336.0
64630.0
200000.0
230000.0
47563.0
64737.0
36252.0
57720.0
162150.0
64859.0
15000.0
13740.0
38916.0
77832.0
68824.0
41004.0
32988.0
25380.0
41232.0
34728.0
93960.0
49308.0
10596.0
150000.0
126000.0
32315.0
33204.0
91883.0
96000.0
22701.0
15780.0
42372.0
25848.0
75000.0
116384.0
97288.0
8376.0
65940.0
54049.0
72636.0
46074.0
19452.0
75631.0
91056.0
41232.0
140000.0
28437.0
40212.0
181608.0
55000.0
155000.0
51887.0
75631.0
16800.0
16752.0
11588.0
55944.0
76831.0
24000.0
19008.0
19200.0
145000.0
33732.0
30064.0
180000.0
23208.0
81807.0
64630.0
16860.0
28105.0
63983.0
86853.0
75631.0
75000.0
143699.0
45379.0
150000.0
108275.0
190000.0
105000.0
72500.0
126500.0
100000.0
42140.0
22020.0
60000.0
130000.0
14300.0
54048.0
20040.0
51888.0
33612.0
130000.0
12240.0
16347.0
116333.0
29148.0
177750.0
62848.0
143699.0
67020.0
210000.0
9828.0
90758.0
100000.0
143000.0
23352.0
159445.0
16488.0
104659.0
75669.0
200000.0
51636.0
181000.0
103774.0
160000.0
20208.0
64859.0
35508.0
27923.0
125000.0
140000.0
35028.0
120000.0
14988.0
64859.0
21079.0
180000.0
46020.0
24324.0
155111.0
77000.0
23256.0
130000.0
24744.0
113447.0
50000.0
16488.0
80424.0
59454.0
60000.0
46000.0
84019.0
60535.0
48644.0
73507.0
46533.0
120000.0
53136.0
179000.0
46482.0
36000.0
18998.0
38915.0
37834.0
32424.0
51240.0
31200.0
75456.0
105000.0
19759.0
150000.0
67021.0
104000.0
50600.0
32426.0
200000.0
108098.0
48644.0
151263.0
75631.0
25852.0
20121.0
120000.0
42960.0
90758.0
150000.0
130000.0
33120.0
64018.0
190000.0
12924.0
